gmCode,mag,depth,dist,originTime,resid_0p1,resid_0p2,resid_0p3,resid_0p4,resid_0p5,resid_1p0,resid_2p0,resid_3p0,resid_4p0,resid_5p0,resid_10p0,vs30,evid,resid_10p0_c_ci95l,resid_10p0_c,resid_10p0_c_ci95u,resid_10p0 _phi_ci95l,resid_10p0 _phi,resid_10p0 _phi_ci95u,resid_10p0 _tau_ci95l,resid_10p0 _tau,resid_10p0 _tau_ci95u,resid_10p0 _intra,resid_10p0 _inter
1207,4.21,3,288.8,736247.9,-1.99838,-1.8841,-1.44603,-1.44432,-1.37455,-1.11075,-1.12808,-0.15879,0.2645,0.19047,-0.33499,512,736247.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.813531898589089,-0.130003039162688
1209,4.21,3,181.51,736247.9,-1.38241,-0.53639,0.35292,-0.09352,-0.20652,0.32425,-0.2507,0.77849,0.6736,0.49853,0.40386,818,736247.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.074681898589089,-0.130003039162688
1210,4.21,3,205.39,736247.9,-2.17753,-1.23137,-1.27933,-0.86171,-0.85094,-0.50034,-0.08666,-0.21875,0.69805,0.93201,0.68005,1073,736247.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.201508101410911,-0.130003039162688
1212,4.18,8,142.1,736275.5,-0.60395,-0.74348,-0.78279,-1.15603,-1.15842,-0.06882,0.45482,0.87579,0.58159,0.56712,0.0407,796,736275.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.636639858453081,0.0687949207013044
1219,4.18,8,11.18,736275.5,-0.35258,-0.17689,-0.43321,-0.80557,-1.14824,-1.25298,-0.95283,-0.43327,-0.23429,0.07797,0.87132,231,736275.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.193980141546919,0.0687949207013044
1220,4.18,8,19.43,736275.5,-0.86611,-0.80394,-0.8682,-0.92971,-0.87323,-1.02006,-0.07777,0.52481,0.76002,0.92483,2.04813,337,736275.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.37079014154692,0.0687949207013044
1237,4.18,8,44.37,736275.5,0.41063,-0.24125,-0.38246,-0.47262,0.07529,0.15421,0.30588,0.67717,0.80518,0.60429,0.6973,374,736275.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0199601415469189,0.0687949207013044
1250,4.18,8,170.97,736275.5,-1.57337,-1.04323,-1.15682,-0.69113,-0.4487,0.25579,0.48799,0.85139,0.79348,0.6096,0.13772,378,736275.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.539619858453081,0.0687949207013044
1263,4.29,8,155.43,736283.4,0.48694,1.61044,1.76732,0.96135,0.38809,0.0464,0.51348,0.00064,0.6055,0.75745,0.49737,664,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.123738634291758,-0.234913572043534
1264,4.29,8,179.76,736283.4,-0.40447,0.94547,1.00383,0.96866,1.23506,0.61373,0.42596,0.66813,0.69619,0.73259,0.73548,525,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.361848634291758,-0.234913572043534
1266,4.29,8,178.72,736283.4,0.10512,0.67598,0.65,0.52035,0.43317,0.20256,0.31948,-0.18314,0.56543,0.60684,0.46872,578,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0950886342917578,-0.234913572043534
1268,4.29,8,79.56,736283.4,-0.52365,-0.55303,-1.28428,-1.18134,-1.27783,-1.54892,-1.01087,-0.79671,-0.25691,-0.29323,-0.14579,337,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.519421365708242,-0.234913572043534
1290,4.29,8,135.76,736283.4,-0.02703,0.16256,0.47089,0.64811,0.72277,0.12453,0.11244,0.07218,0.60576,0.66015,0.38537,630,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0117386342917578,-0.234913572043534
1292,4.29,8,178.48,736283.4,0.19112,1.38901,1.36185,1.47328,1.43385,0.71794,0.54477,0.45056,0.40708,0.37675,0.5399,509,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.166268634291758,-0.234913572043534
1296,4.29,8,162.83,736283.4,-0.78137,0.16647,0.29357,0.1372,0.04647,-0.23273,0.32105,-0.05487,0.48766,0.60627,0.29131,378,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0823213657082422,-0.234913572043534
1300,4.29,8,204.47,736283.4,-0.504,0.25712,0.31177,0.84232,0.33379,-0.00497,-0.4979,-0.50127,-0.37829,-0.41482,-0.28769,989,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.661321365708242,-0.234913572043534
1301,4.29,8,270.34,736283.4,-0.73266,0.28529,0.30262,0.29286,0.05232,-0.62119,-0.64654,-0.53392,-0.60927,-0.45597,-0.51679,1016,736283.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.890421365708242,-0.234913572043534
1306,4.64,9,175.36,736287.3,-0.46438,0.6314,0.88588,0.94416,0.7234,1.13199,1.26968,0.85127,0.81835,0.8337,0.83538,525,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.216514619028555,0.0103204432196684
1308,4.64,9,48.6,736287.3,-0.27586,-0.47315,-0.13983,-0.11657,-0.57615,-0.94182,-0.51069,-0.63977,-0.29998,-0.32047,0.10651,337,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.512355380971445,0.0103204432196684
1309,4.64,9,83.46,736287.3,0.45377,0.36805,1.03748,0.92337,0.63094,0.10437,0.06003,0.14196,0.25636,0.46065,0.29023,825,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.328635380971445,0.0103204432196684
1312,4.64,9,84.86,736287.3,0.94615,0.65459,0.40874,0.21509,0.19426,-0.17238,-0.06893,-0.22713,0.28767,0.68056,0.58938,1008,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.029485380971445,0.0103204432196684
1316,4.64,9,78.22,736287.3,0.33719,0.59017,0.61933,0.67326,0.6109,0.11016,0.12855,0.18641,0.41777,0.6815,0.61535,995,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0035153809714451,0.0103204432196684
1317,4.64,9,82.33,736287.3,0.23531,0.66812,1.74702,1.89827,1.40463,0.54205,0.40341,0.38608,0.70245,0.93556,0.84889,524,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.230024619028555,0.0103204432196684
1321,4.64,9,72.54,736287.3,0.34511,0.23378,0.38147,0.58392,0.34703,-0.13699,-0.0079,-0.17249,0.32709,0.66898,0.92399,971,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.305124619028555,0.0103204432196684
1322,4.64,9,75.66,736287.3,0.3191,1.32463,2.33191,1.39253,1.03292,0.46263,0.25826,0.25807,0.49362,0.49261,0.54844,183,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.070425380971445,0.0103204432196684
1323,4.64,9,99.66,736287.3,1.2421,1.08467,0.80506,0.52401,0.38553,-0.15367,-0.11684,-0.04,0.29329,0.51374,0.42523,374,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.193635380971445,0.0103204432196684
1328,4.64,9,131.91,736287.3,-0.3772,0.02323,0.36256,0.44994,0.97246,0.69517,0.66439,0.42975,0.60555,0.91508,0.59277,630,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.026095380971445,0.0103204432196684
1329,4.64,9,170.97,736287.3,0.52914,0.97566,0.95939,0.90373,0.96362,1.11625,1.012,0.70328,0.74004,0.87523,1.02287,448,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.404004619028555,0.0103204432196684
1330,4.64,9,165.27,736287.3,0.27434,0.52245,0.39932,0.72835,1.04617,1.17984,0.65109,0.49193,0.60311,0.75058,0.77566,509,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.156794619028555,0.0103204432196684
1331,4.64,9,28.81,736287.3,0.16993,1.33494,0.90278,0.83862,0.57144,0.25911,0.39291,0.49932,0.60289,0.63271,0.66165,500,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0427846190285549,0.0103204432196684
1334,4.64,9,165.59,736287.3,-0.73001,0.09246,0.26522,0.62317,0.82514,1.04227,0.92104,0.50348,0.99923,1.08445,0.84326,378,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.224394619028555,0.0103204432196684
1336,4.64,9,197.28,736287.3,-0.19895,1.03265,1.05451,1.08655,0.66711,0.64069,0.46336,-0.00047,0.20065,0.20772,0.19013,666,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.428735380971445,0.0103204432196684
1337,4.64,9,175.9,736287.3,-0.0956,0.91699,0.79794,0.90768,0.5248,0.27233,0.1752,0.06716,0.09601,0.07492,-0.02428,989,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.643145380971445,0.0103204432196684
1338,4.64,9,253.21,736287.3,-0.61039,0.69569,0.13221,0.45709,0.4516,0.30443,0.31953,0.2498,0.20211,0.09258,0.22159,1016,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.397275380971445,0.0103204432196684
1339,4.64,9,58.22,736287.3,-0.69097,0.0835,-0.10011,-0.20989,-0.28168,0.24429,0.66417,0.22216,0.4124,0.80564,1.72083,700,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.10196461902856,0.0103204432196684
1341,4.64,9,235.86,736287.3,-0.77407,0.55657,0.6484,0.95731,1.05839,1.22318,0.96639,0.64502,0.81805,0.8284,0.63184,818,736287.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0129746190285549,0.0103204432196684
1394,4.29,3,31.05,736291.9,-1.41332,-1.30595,-1.37552,-1.17346,-1.12467,0.18158,0.09129,0.44141,0.43571,0.40674,0.28803,337,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.150042661094513,-0.170472276657264
1415,4.29,3,162.94,736291.9,-0.17154,0.33998,0.42188,0.66344,0.25235,1.40989,0.88673,0.84139,0.70695,0.72345,0.69021,502,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.252137338905487,-0.170472276657264
1420,4.29,3,149.09,736291.9,-0.56556,-0.02836,0.21749,0.22939,0.15679,0.84483,0.44992,1.06471,0.9145,0.63132,0.30387,362,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.134202661094513,-0.170472276657264
1424,4.29,3,174.3,736291.9,-1.63563,-0.42,-0.48703,-0.19248,0.1536,0.84878,1.15532,0.7859,0.5777,0.48786,0.18516,378,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.252912661094513,-0.170472276657264
1426,4.29,3,180.81,736291.9,-1.05146,-0.17031,0.05461,0.13736,0.49618,0.78703,0.70848,0.95503,0.72695,0.34989,0.41072,666,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.027352661094513,-0.170472276657264
1427,4.29,3,158.36,736291.9,-0.89895,-0.24476,0.04846,0.37083,0.72558,0.59597,0.09005,0.52035,0.37863,0.36731,0.3657,989,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0723726610945129,-0.170472276657264
1429,4.29,3,80.88,736291.9,-0.55431,-0.22065,-0.38099,-0.25617,-0.28839,0.48882,0.66476,0.96369,0.64195,0.43374,0.06401,700,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.374062661094513,-0.170472276657264
1430,4.29,3,225.68,736291.9,-1.36991,-0.40227,0.12043,0.19722,0.24905,0.08057,0.58767,0.78004,0.66483,0.48189,0.1847,521,736291.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.253372661094513,-0.170472276657264
1435,4.67,5,18.86,736298.4,-0.41348,-0.11366,-0.1502,-0.15194,-0.21065,-0.79892,-0.51266,-0.30863,0.08824,0.34145,1.30989,231,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.66285526227728,0.0384897999709437
1438,4.67,5,42.26,736298.4,-0.78665,0.26631,-0.31649,-0.73047,-0.32691,-0.51206,-0.24757,0.66825,1.06578,1.03765,0.82894,765,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.18190526227728,0.0384897999709437
1441,4.67,5,56.02,736298.4,-0.2263,1.12426,1.73819,0.75234,0.88445,-0.05239,0.22478,1.12615,1.36704,1.34523,1.10498,396,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.45794526227728,0.0384897999709437
1444,4.67,5,61.06,736298.4,-0.62924,-0.17637,0.68459,1.15339,0.66624,0.22211,-0.02628,0.68456,0.9364,0.87969,0.74771,524,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.10067526227728,0.0384897999709437
1445,4.67,5,56.57,736298.4,-0.30399,0.21521,1.13871,0.53523,0.37097,0.26014,-0.05998,0.8833,1.16884,1.18318,0.86382,353,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.21678526227728,0.0384897999709437
1446,4.67,5,24.05,736298.4,-0.15292,-0.29085,-0.47179,-0.70257,-0.69576,-0.23562,-0.31308,0.40789,0.68044,0.64958,0.58037,701,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0666647377227203,0.0384897999709437
1449,4.67,5,40.09,736298.4,-0.68328,-0.0213,0.73074,0.05654,0.25782,-0.11311,-0.05383,0.89872,1.1994,1.14922,0.90244,183,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.25540526227728,0.0384897999709437
1454,4.67,5,143.65,736298.4,0.64058,0.84145,0.89833,0.95192,0.67615,0.35983,0.52973,1.35654,1.51893,1.40157,0.82394,502,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.17690526227728,0.0384897999709437
1455,4.67,5,137.96,736298.4,0.57115,1.22329,0.77887,0.57572,0.57669,0.33354,0.33146,1.19815,1.45779,1.44544,1.09048,509,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.44344526227728,0.0384897999709437
1458,4.67,5,156.92,736298.4,-1.03498,-0.43224,-0.12528,-0.42732,-0.23131,0.31866,0.24283,0.90927,1.39175,1.25162,0.50045,378,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.14658473772272,0.0384897999709437
1460,4.67,5,195.6,736298.4,-0.93366,-0.10272,0.40674,0.22107,0.47426,0.6212,0.47544,0.42168,0.49274,0.46907,0.40677,666,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.24026473772272,0.0384897999709437
1461,4.67,5,275.23,736298.4,0.12439,1.54679,1.07849,0.62989,0.40749,-0.02433,-0.33094,-0.02986,0.36466,0.56933,0.11238,1534,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.53465473772272,0.0384897999709437
1462,4.67,5,135.47,736298.4,-0.64135,0.23565,-0.19861,0.04003,-0.49323,-0.78426,-1.00819,0.04697,0.1784,0.10077,-0.28761,989,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.93464473772272,0.0384897999709437
1463,4.67,5,239.43,736298.4,-1.1834,-0.32826,0.07996,0.10669,0.24272,0.37347,0.13491,0.93791,1.14408,0.85735,0.30246,818,736298.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.34457473772272,0.0384897999709437
1481,4.26,5,19.71,736327.5,-1.70165,-0.97534,-1.09219,-0.75399,-0.58892,0.58112,2.02719,2.91968,3.53793,4.00713,5.54585,591,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,4.25621806737508,0.68108699487314
1485,4.26,5,144.53,736327.5,0.12279,1.14492,1.40602,1.709,1.98558,3.28565,4.70614,5.59566,6.22108,6.71237,8.29042,500,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,7.00078806737508,0.68108699487314
1489,4.26,5,30.19,736327.5,-2.25961,-0.97966,-0.62769,-0.67277,-0.49541,-0.72415,-0.29093,0.15325,0.38396,0.46064,-0.04042,378,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.33005193262492,0.68108699487314
1491,4.26,5,82.96,736327.5,-0.87832,-0.24424,0.14874,0.15435,0.05331,-0.68557,-0.41048,0.12961,0.48421,0.528,0.06094,503,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.22869193262492,0.68108699487314
1493,4.26,5,158.79,736327.5,-1.20847,-0.55643,-0.49361,-0.04736,-0.36297,-0.0798,0.06411,-0.17987,0.31552,0.47452,0.18249,989,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.10714193262492,0.68108699487314
1495,4.26,5,163.62,736327.5,-0.62321,-0.26758,0.10204,-0.3078,0.06323,-0.31293,0.19073,-0.15435,0.68211,0.85183,0.43017,700,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.859461932624917,0.68108699487314
1497,4.26,5,75.64,736327.5,-1.51449,-0.51719,-0.08773,0.23076,0.31526,-0.49216,-0.04283,0.45666,0.99584,0.97996,0.35179,521,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.937841932624917,0.68108699487314
1498,4.26,5,126.26,736327.5,-1.92812,-0.7532,-0.36742,-0.14957,0.10737,-0.68142,-0.03408,0.32767,0.857,1.04859,0.52682,818,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.762811932624917,0.68108699487314
1499,4.26,5,220.66,736327.5,-2.26021,-1.18816,-0.69808,-1.11505,-0.63503,-0.41619,-0.34545,-0.16438,0.04537,0.28378,0.30259,1073,736327.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.987041932624917,0.68108699487314
1501,4.25,4,7.87,736330.5,1.0836,1.63993,1.65521,1.47112,1.329,1.22481,1.43536,1.50264,1.52007,1.52475,2.01225,1110,736330.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.45883115850105,-0.0551260962528246
1503,4.25,4,103.34,736330.5,-0.73828,-0.09016,0.15012,-0.25257,-0.80702,-0.55905,-0.45827,-0.17901,-0.09209,0.17272,0.16233,493,736330.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.391088841498952,-0.0551260962528246
1535,4.25,4,84.24,736330.5,-0.76574,0.26738,-0.02377,0.2958,0.32433,0.07346,0.02852,0.2938,0.58212,0.6898,0.1511,503,736330.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.402318841498952,-0.0551260962528246
1537,4.25,4,159.17,736330.5,-0.70373,-0.53063,-0.78516,-0.67137,-0.40949,0.28383,0.26433,0.03528,0.39156,0.62686,0.29544,989,736330.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.257978841498952,-0.0551260962528246
1538,4.25,4,149.69,736330.5,-0.90814,-0.37784,0.08579,0.19897,0.48599,-0.31479,-0.62919,-0.29871,-0.41187,-0.40059,-0.25088,1016,736330.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.804298841498952,-0.0551260962528246
1541,4.25,4,126.47,736330.5,-1.77268,-0.62467,-0.27913,0.11202,0.36276,0.05166,0.56192,0.54025,1.03681,1.29983,0.74434,818,736330.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.190921158501048,-0.0551260962528246
1542,4.25,4,223.52,736330.5,-1.96765,-0.87174,-0.56703,-0.34338,-0.11973,0.09757,0.19237,0.19358,0.18654,0.52116,0.43204,1073,736330.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.121378841498952,-0.0551260962528246
1545,4.42,9,274.2,736336.2,-1.10649,-0.00965,0.12103,0.57159,0.83332,1.41437,1.60127,1.34874,1.31354,1.29607,2.24736,439,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.02020876337733,0.618606298870893
1546,4.42,9,181.64,736336.2,-0.19833,0.98416,1.10141,0.80012,0.90503,0.92048,1.33067,1.83675,2.04383,1.97801,1.56888,525,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.341728763377331,0.618606298870893
1549,4.42,9,78.15,736336.2,-0.13019,-0.22605,-0.30045,-0.72374,-0.76883,0.23977,0.60053,1.01869,1.45672,1.47426,1.16852,337,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0586312366226693,0.618606298870893
1552,4.42,9,103.85,736336.2,-0.00215,0.90386,0.42792,0.11944,0.04274,0.70605,0.77077,1.16165,1.59133,1.73142,1.31115,765,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0839987633773307,0.618606298870893
1553,4.42,9,115.6,736336.2,0.59064,0.14792,-0.15974,-0.41581,-0.29057,0.30681,0.46032,1.14235,1.60103,1.70003,1.3466,1008,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.119448763377331,0.618606298870893
