gmCode,mag,depth,dist,originTime,resid_0p1,resid_0p2,resid_0p3,resid_0p4,resid_0p5,resid_1p0,resid_2p0,resid_3p0,resid_4p0,resid_5p0,resid_10p0,vs30,evid,resid_10p0_c_ci95l,resid_10p0_c,resid_10p0_c_ci95u,resid_10p0 _phi_ci95l,resid_10p0 _phi,resid_10p0 _phi_ci95u,resid_10p0 _tau_ci95l,resid_10p0 _tau,resid_10p0 _tau_ci95u,resid_10p0 _intra,resid_10p0 _inter
1810,4.13,7,92.72,736519.9,0.42118,-0.11884,-0.73263,-1.11352,-1.00921,-1.08911,-0.47233,-0.49451,-0.14242,-0.28866,0.22451,311,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.231762878554974,-0.61579781630675
1811,4.13,7,92.82,736519.9,0.55194,-0.00928,-0.62959,-0.95553,-0.96427,-1.02766,-0.47425,-0.43092,-0.09958,-0.21518,-0.01999,299,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0127371214450262,-0.61579781630675
1812,4.13,7,93.58,736519.9,0.12938,0.13494,-0.55054,-1.02056,-0.98484,-1.10903,-0.50089,-0.50835,-0.11138,-0.26663,-0.13298,259,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.125727121445026,-0.61579781630675
1813,4.13,7,95.93,736519.9,-0.45316,0.16103,-0.49702,-0.98911,-1.11715,-1.13576,-0.58431,-0.47961,-0.13082,-0.27898,-0.19035,259,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.183097121445026,-0.61579781630675
1814,4.13,7,96.07,736519.9,0.28984,-0.03141,-0.61266,-1.07761,-1.21352,-1.03673,-0.51999,-0.44656,-0.14752,-0.1937,-0.24315,318,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.235897121445026,-0.61579781630675
1815,4.13,7,96.69,736519.9,0.09328,0.18508,-0.39426,-0.69038,-1.07127,-1.03385,-0.53863,-0.46178,-0.10898,-0.2366,-0.21606,332,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.208807121445026,-0.61579781630675
1816,4.13,7,99,736519.9,0.36461,-0.14597,-0.92345,-1.0887,-1.34766,-0.97577,-0.6451,-0.54161,-0.23208,-0.20729,-0.36903,361,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.361777121445026,-0.61579781630675
1817,4.13,7,99.01,736519.9,0.03741,-0.06393,-0.71524,-1.05528,-1.30854,-1.18384,-0.62587,-0.49309,-0.15651,-0.14308,-0.19425,326,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.186997121445026,-0.61579781630675
1818,4.13,7,99.57,736519.9,-0.32428,0.07276,-0.6339,-0.97436,-1.16188,-1.10216,-0.64462,-0.48946,-0.18071,-0.21306,-0.56619,378,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.558937121445026,-0.61579781630675
1819,4.13,7,98.46,736519.9,0.54849,-0.33789,-0.95743,-0.98072,-1.15902,-1.31794,-0.57703,-0.52405,-0.21598,-0.30329,-0.41886,329,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.411607121445026,-0.61579781630675
1820,4.13,7,98.57,736519.9,-0.53256,-0.43141,-1.08657,-1.08476,-1.30751,-1.36374,-0.60064,-0.5805,-0.24457,-0.3632,-0.35365,337,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.346397121445026,-0.61579781630675
1821,4.13,7,99.13,736519.9,0.14174,-0.34949,-0.75844,-0.99968,-1.15777,-1.40387,-0.61251,-0.5128,-0.19281,-0.26824,0.16773,345,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.174982878554974,-0.61579781630675
1823,4.13,7,135.45,736519.9,-0.37409,-0.15423,-0.08413,0.18434,0.2643,-0.06083,0.31407,-0.06929,0.52114,0.69261,0.52944,796,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.536692878554974,-0.61579781630675
1826,4.13,7,157.12,736519.9,0.25397,1.25738,1.41929,0.71428,0.14471,0.36403,0.67173,0.26093,0.76922,0.91424,0.77631,664,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.783562878554974,-0.61579781630675
1827,4.13,7,180.93,736519.9,-0.61249,0.63677,0.09346,0.37773,0.68544,0.51412,0.45864,0.45198,0.63753,0.67303,0.56762,525,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.574872878554974,-0.61579781630675
1831,4.13,7,180.32,736519.9,0.00565,0.6355,0.52118,0.12109,0.03137,0.49894,0.3599,0.06453,0.66704,0.76823,0.62509,578,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.632342878554974,-0.61579781630675
1833,4.13,7,62.04,736519.9,-1.24401,-0.52488,-0.44159,-0.59911,-0.35848,0.50478,0.71416,0.10965,0.54562,0.85566,0.77725,298,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.784502878554974,-0.61579781630675
1852,4.13,7,136.89,736519.9,-0.61883,-0.40666,-0.42468,-0.35544,-0.17826,-0.17802,0.17435,0.14343,0.70808,0.677,0.26687,630,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.274122878554974,-0.61579781630675
1854,4.13,7,179.11,736519.9,0.07533,0.67915,0.39777,0.39587,0.55506,0.38854,0.11992,0.15884,0.18602,0.15271,0.23511,509,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.242362878554974,-0.61579781630675
1856,4.13,7,187.94,736519.9,0.46408,0.21482,-0.31771,0.03989,0.35509,0.26294,0.11415,0.25389,0.21869,0.16979,0.36614,718,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.373392878554974,-0.61579781630675
1862,4.13,7,164.35,736519.9,-0.58343,-0.18919,-0.37885,-0.51418,-0.75689,0.00721,0.42336,0.06889,0.55577,0.73773,0.40255,378,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.409802878554974,-0.61579781630675
1865,4.13,7,217.06,736519.9,-1.11315,-0.17226,0.17951,0.21938,0.26122,0.0315,-0.21285,-0.45329,-0.32148,-0.36781,-0.22406,666,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.216807121445026,-0.61579781630675
1866,4.13,7,203.86,736519.9,-0.65931,0.32799,-0.28199,0.02429,-0.12174,-0.10659,-0.30852,-0.04507,-0.15544,-0.16118,-0.12368,989,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.116427121445026,-0.61579781630675
1867,4.13,7,270.78,736519.9,-0.96715,-0.43303,-0.83213,-0.62107,-0.40292,-0.97371,-0.80987,-0.53182,-0.52739,-0.48732,-0.7667,1016,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.759447121445026,-0.61579781630675
1870,4.32,7,94.31,736520.1,-0.02507,-0.17048,-0.4806,-0.72149,-0.88246,-0.9234,-0.65089,-0.96123,-0.34743,-0.20263,-0.13204,330,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.386425689487524,-0.354159248264253
1871,4.32,7,94.43,736520.1,0.84896,0.26853,-0.48453,-0.55847,-0.79568,-0.80999,-0.64218,-0.82885,-0.32573,-0.22465,-0.1313,308,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.385685689487524,-0.354159248264253
1872,4.32,7,95,736520.1,-0.10313,0.00347,-0.53036,-0.58589,-0.76038,-0.79686,-0.59072,-0.87655,-0.31181,-0.27626,-0.23198,321,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.486365689487524,-0.354159248264253
1873,4.32,7,91.93,736520.1,-0.01025,-0.19002,-0.67638,-0.87075,-0.99557,-0.8504,-0.4756,-0.85008,-0.26177,-0.20319,-0.17086,339,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.425245689487524,-0.354159248264253
1874,4.32,7,92.06,736520.1,-0.07394,-0.12102,-0.52369,-0.64237,-0.91255,-0.8735,-0.5299,-0.82654,-0.26576,-0.26344,-0.03,282,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.284385689487524,-0.354159248264253
1875,4.32,7,92.55,736520.1,-0.36038,-0.23155,-0.45175,-0.77324,-0.81229,-0.91996,-0.47803,-0.85057,-0.29197,-0.24464,-0.46647,302,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.720855689487524,-0.354159248264253
1876,4.32,7,90.09,736520.1,0.25037,0.05451,-0.3274,-0.53905,-0.89844,-0.81641,-0.58822,-0.84398,-0.31718,-0.18581,-0.121,311,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.375385689487524,-0.354159248264253
1877,4.32,7,90.19,736520.1,0.19634,0.26082,-0.51873,-0.6078,-0.71761,-0.88603,-0.5177,-0.77794,-0.28217,-0.09576,0.02904,299,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.225345689487524,-0.354159248264253
1878,4.32,7,90.95,736520.1,0.17874,0.23688,-0.44599,-0.74807,-0.72326,-0.91553,-0.61191,-0.90349,-0.29699,-0.13804,-0.15607,259,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.410455689487524,-0.354159248264253
1879,4.32,7,93.31,736520.1,-0.34558,0.21771,-0.36447,-0.54407,-0.85028,-0.84581,-0.64974,-0.85478,-0.25794,-0.15075,-0.02538,259,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.279765689487524,-0.354159248264253
1880,4.32,7,93.45,736520.1,0.16562,0.04871,-0.48763,-0.56631,-0.80981,-0.61224,-0.61936,-0.83085,-0.26672,-0.14984,-0.21173,318,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.466115689487524,-0.354159248264253
1881,4.32,7,94.07,736520.1,0.16553,0.29318,-0.27523,-0.50027,-0.6067,-0.65831,-0.57625,-0.81316,-0.24359,-0.12474,0.01525,332,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.239135689487524,-0.354159248264253
1882,4.32,7,96.37,736520.1,0.02043,0.04615,-0.51471,-0.75315,-0.86033,-0.93086,-0.79146,-0.97979,-0.35097,-0.25168,-0.34036,361,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.594745689487524,-0.354159248264253
1883,4.32,7,96.38,736520.1,-0.03709,0.15051,-0.51981,-0.66042,-0.8858,-0.87423,-0.70979,-0.90217,-0.29345,-0.19713,-0.15092,326,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.405305689487524,-0.354159248264253
1884,4.32,7,96.94,736520.1,-0.39539,0.3071,-0.33144,-0.65622,-0.782,-0.72221,-0.71308,-0.84537,-0.31583,-0.17118,-0.30767,378,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.562055689487524,-0.354159248264253
1885,4.32,7,95.82,736520.1,0.58926,-0.01408,-0.302,-0.56367,-0.85973,-0.7556,-0.69476,-0.89085,-0.34887,-0.2876,-0.04742,329,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.301805689487524,-0.354159248264253
1886,4.32,7,95.93,736520.1,-0.50555,-0.29766,-0.58194,-0.64623,-0.96482,-0.88716,-0.71093,-0.97185,-0.36439,-0.30359,-0.238,337,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.492385689487524,-0.354159248264253
1887,4.32,7,96.49,736520.1,0.21721,0.07734,-0.23647,-0.67745,-0.96914,-0.77368,-0.75619,-0.88666,-0.36107,-0.25897,-0.31445,345,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.568835689487524,-0.354159248264253
1890,4.32,7,155.47,736520.1,0.44227,1.30999,1.59043,0.797,0.4586,-0.05057,0.52598,0.19202,0.38298,0.65577,0.52386,664,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.269474310512476,-0.354159248264253
1891,4.32,7,178.7,736520.1,-0.43661,0.41499,0.81947,0.88164,1.21429,0.83389,0.53535,0.68094,0.71053,0.69408,0.91266,525,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.658274310512476,-0.354159248264253
1893,4.32,7,78.79,736520.1,-0.87636,0.19855,0.21563,-0.15717,0.34525,0.6493,0.50172,0.14452,0.38218,0.74013,0.77766,463,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.523274310512476,-0.354159248264253
1894,4.32,7,178.54,736520.1,0.05578,0.57456,0.63365,0.71155,0.744,0.35954,0.30961,0.08033,0.31468,0.50412,0.49684,578,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.242454310512476,-0.354159248264253
1896,4.32,7,60.54,736520.1,-0.343,-0.40165,-0.77946,-0.58464,-0.19689,-0.00781,0.4988,-0.0824,0.26554,0.66335,0.54659,298,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.292204310512476,-0.354159248264253
1898,4.32,7,127.01,736520.1,0.56018,0.90108,0.67643,0.12713,-0.01602,-0.24912,0.57419,1.39702,2.00743,2.46574,3.82038,260,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,3.56599431051248,-0.354159248264253
1926,4.32,7,162.47,736520.1,-0.57815,-0.19238,-0.17957,-0.16929,-0.38167,-0.24608,0.31973,-0.19969,0.23283,0.47633,0.41917,378,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.164784310512476,-0.354159248264253
1929,4.32,7,217.06,736520.1,-0.90027,-0.34151,-0.07827,0.02617,0.37657,0.35352,0.08969,-0.19088,-0.23434,-0.24187,-0.10779,666,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.362175689487524,-0.354159248264253
1930,4.32,7,201.27,736520.1,-0.69134,0.48316,0.39826,0.81656,0.45089,0.5659,0.06814,0.22213,0.05941,0.0815,0.26295,989,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0085643105124763,-0.354159248264253
1931,4.32,7,268.17,736520.1,-0.86126,0.11443,-0.01478,0.03522,-0.11294,-0.75339,-0.80208,-0.88864,-0.76601,-0.70665,-0.78448,1016,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.03886568948752,-0.354159248264253
1932,4.32,7,192.72,736520.1,-1.52658,-1.34293,-1.7433,-1.82002,-1.56395,-1.8351,-1.57094,-0.98439,-0.37136,0.09076,1.43788,1859,736520.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.18349431051248,-0.354159248264253
1934,4.04,5,40.11,736528.2,0.02332,0.30409,0.47468,1.22132,0.75644,0.67158,0.74566,0.69979,1.1143,1.23479,1.17822,311,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.245122605686898,0.324552456561325
1935,4.04,5,40.83,736528.2,0.50925,0.50546,0.74629,1.16568,0.86231,0.73497,0.76275,0.83624,1.18306,1.29331,2.63402,299,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.7009226056869,0.324552456561325
1936,4.04,5,40.21,736528.2,0.12741,0.45248,0.67416,0.9834,0.63829,0.645,0.68788,0.79934,1.12412,1.21858,1.33372,259,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.400622605686898,0.324552456561325
1939,4.04,5,60.56,736528.2,0.27949,2.0551,1.22289,0.80515,0.66221,0.57442,0.58181,0.67087,1.07636,1.20344,1.23262,580,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.299522605686898,0.324552456561325
1941,4.04,5,90.46,736528.2,-0.60845,0.67696,0.74827,0.87829,0.82717,1.0586,1.13728,0.91744,1.52075,1.60276,1.2873,525,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.354202605686898,0.324552456561325
1942,4.04,5,125.92,736528.2,-1.74161,-1.78759,-2.15948,-1.81125,-1.48979,-1.02934,-0.75347,-1.08211,-0.38127,-0.25242,-0.50764,342,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.4407373943131,0.324552456561325
1945,4.04,5,114.32,736528.2,0.10304,0.41738,-0.23198,-0.16148,-0.20738,0.68895,0.94615,0.93223,1.37655,1.40513,1.01416,578,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0810626056868979,0.324552456561325
1947,4.04,5,77.88,736528.2,-0.6936,0.07038,0.84401,0.91138,0.87242,1.22049,1.25628,0.89859,1.49291,1.5711,1.34561,298,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.412512605686898,0.324552456561325
1968,4.04,5,54.36,736528.2,-0.65152,0.18042,-0.03384,-0.20004,0.00128,0.21706,0.39918,0.80281,1.0955,1.15164,0.94001,630,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.006912605686898,0.324552456561325
1971,4.04,5,84.27,736528.2,0.68011,1.6554,1.17998,1.00048,1.00634,1.11612,0.96827,0.81061,1.3552,1.49323,1.57073,500,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.637632605686898,0.324552456561325
1972,4.04,5,79.34,736528.2,0.10771,-0.16662,-0.37129,-0.50477,-0.37833,-0.29651,-0.17971,0.41324,0.33231,0.51155,0.81947,718,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.113627394313102,0.324552456561325
1980,4.04,5,96.47,736528.2,-1.11575,-0.39391,-0.40827,-0.40255,-0.22784,0.61488,0.68053,0.77579,1.14039,1.17539,0.81679,378,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.116307394313102,0.324552456561325
1983,4.04,5,259.95,736528.2,0.05586,1.29152,1.80093,1.48612,1.53681,1.70332,1.10129,0.90962,1.09466,1.21937,1.43073,666,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.497632605686898,0.324552456561325
1985,4.04,5,115.19,736528.2,-0.1067,0.27622,0.60908,0.41639,0.39903,0.13856,0.17924,0.47368,1.02927,1.10657,0.93149,989,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.00160739431310197,0.324552456561325
1986,4.04,5,161.44,736528.2,-0.04748,0.66097,0.15716,0.41542,0.55169,0.59297,0.30831,0.21511,0.24364,0.23355,0.41371,1016,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.519387394313102,0.324552456561325
1989,4.04,5,205.37,736528.2,-0.69922,-0.31752,-0.32277,-0.57988,-0.24833,0.08439,0.23837,0.41567,0.26555,0.17599,0.18758,1859,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.745517394313102,0.324552456561325
1991,4.04,5,271.11,736528.2,-1.83104,-0.4915,-0.63242,-0.47134,-0.30145,0.32669,0.42013,0.70977,0.3769,0.89545,1.16117,1073,736528.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.228072605686898,0.324552456561325
1994,5.8,8,109.99,736576.5,0.52477,-0.19577,-0.29305,-0.57152,-0.30498,-0.67114,-0.80526,-0.54199,-0.21444,-0.01891,-0.19161,825,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.272528051241472,-0.527626886510305
1996,5.8,8,113.73,736576.5,0.45235,0.92545,0.43353,0.20203,-0.16266,-0.54604,-0.66683,-0.35043,0.23429,0.3441,0.09436,765,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0134419487585279,-0.527626886510305
1997,5.8,8,123.65,736576.5,0.5827,-0.02882,-0.41019,-0.729,-0.44504,-0.62623,-0.76218,-0.62511,-0.16527,-0.08565,-0.11457,1008,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.195488051241472,-0.527626886510305
1998,5.8,8,128.98,736576.5,0.4852,0.32365,-0.00376,0.25113,0.29011,-0.50976,-0.41059,-0.39043,0.11608,0.27089,0.0999,1055,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0189819487585279,-0.527626886510305
1999,5.8,8,100.4,736576.5,0.70375,1.13321,1.30634,0.37722,0.19354,-0.47052,-1.06285,-0.68885,-0.32399,-0.32814,-0.28327,396,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.364188051241472,-0.527626886510305
2000,5.8,8,130.15,736576.5,0.81929,0.37744,0.52283,0.74811,0.58268,0.16057,-0.12202,0.05324,0.39958,0.56497,0.44709,946,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.366171948758528,-0.527626886510305
2001,5.8,8,136.14,736576.5,0.37476,0.56422,1.21246,1.39259,0.73464,-0.20256,-0.55623,-0.26818,-0.00796,0.23635,0.02693,524,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0539880512414721,-0.527626886510305
2002,5.8,8,82.02,736576.5,0.12187,0.25593,1.04693,0.43629,0.09977,-0.74459,-1.022,-0.49558,-0.42211,-0.10112,-0.40667,353,736576.5,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.487588051241472,-0.527626886510305
